Unnamed: 0,ID,GENDER,CAR,REALITY,NO_OF_CHILD,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET,INCOME,INCOME_TYPE,User,EDUCATION_TYPE
8015,5048637,M,N,N,2,Married,House / apartment,1,0,0,0,4.0,22,37,1.0,0,135000.0,Working,5048637,Secondary / secondary special
8016,5048638,M,N,N,2,Married,House / apartment,1,0,0,0,4.0,21,37,1.0,0,135000.0,Working,5048638,Secondary / secondary special
8017,5048639,M,N,N,2,Married,House / apartment,1,0,0,0,4.0,12,37,1.0,0,135000.0,Working,5048639,Secondary / secondary special
8018,5048640,M,N,N,2,Married,House / apartment,1,0,0,0,4.0,11,37,1.0,0,135000.0,Working,5048640,Secondary / secondary special
8019,5050475,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,3,51,29.0,0,292500.0,Commercial associate,5050475,Secondary / secondary special
8020,5050476,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,5,51,29.0,0,292500.0,Commercial associate,5050476,Secondary / secondary special
8021,5050477,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,35,51,29.0,0,292500.0,Commercial associate,5050477,Secondary / secondary special
8022,5050478,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,60,51,29.0,0,292500.0,Commercial associate,5050478,Secondary / secondary special
8023,5050479,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,29,51,29.0,0,292500.0,Commercial associate,5050479,Secondary / secondary special
8024,5050480,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,11,51,29.0,0,292500.0,Commercial associate,5050480,Secondary / secondary special
8025,5050481,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,30,51,29.0,0,292500.0,Commercial associate,5050481,Secondary / secondary special
8026,5050482,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,34,51,29.0,0,292500.0,Commercial associate,5050482,Secondary / secondary special
8027,5050483,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,12,51,29.0,0,292500.0,Commercial associate,5050483,Secondary / secondary special
8028,5050484,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,47,51,29.0,0,292500.0,Commercial associate,5050484,Secondary / secondary special
8029,5050485,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,39,51,29.0,0,292500.0,Commercial associate,5050485,Secondary / secondary special
8030,5050486,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,35,51,29.0,0,292500.0,Commercial associate,5050486,Secondary / secondary special
8031,5050487,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,30,51,29.0,0,292500.0,Commercial associate,5050487,Secondary / secondary special
8032,5050488,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,29,51,29.0,0,292500.0,Commercial associate,5050488,Secondary / secondary special
8033,5050489,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,18,51,29.0,0,292500.0,Commercial associate,5050489,Secondary / secondary special
8034,5050490,F,N,N,0,Civil marriage,House / apartment,1,0,0,0,2.0,2,51,29.0,0,292500.0,Commercial associate,5050490,Secondary / secondary special
8035,5050496,F,N,N,0,Married,House / apartment,1,1,0,0,2.0,57,52,15.0,0,90000.0,Working,5050496,Secondary / secondary special
8036,5050497,F,N,N,0,Married,House / apartment,1,1,0,0,2.0,14,52,15.0,0,90000.0,Working,5050497,Secondary / secondary special
8037,5050503,F,N,N,2,Married,House / apartment,1,1,1,0,4.0,46,34,12.0,0,135000.0,Commercial associate,5050503,Secondary / secondary special
8038,5050504,F,N,N,2,Married,House / apartment,1,1,1,0,4.0,17,34,12.0,0,135000.0,Commercial associate,5050504,Secondary / secondary special
8039,5050505,F,N,N,2,Married,House / apartment,1,1,1,0,4.0,23,34,12.0,0,135000.0,Commercial associate,5050505,Secondary / secondary special
8040,5050506,F,N,N,2,Married,House / apartment,1,1,1,0,4.0,8,34,12.0,0,135000.0,Commercial associate,5050506,Secondary / secondary special
8041,5050507,F,N,N,2,Married,House / apartment,1,1,1,0,4.0,16,34,12.0,0,135000.0,Commercial associate,5050507,Secondary / secondary special
8042,5050508,F,N,N,2,Married,House / apartment,1,1,1,0,4.0,17,34,12.0,0,135000.0,Commercial associate,5050508,Secondary / secondary special
8043,5050509,F,N,N,2,Married,House / apartment,1,1,1,0,4.0,8,34,12.0,0,135000.0,Commercial associate,5050509,Secondary / secondary special
8044,5050510,F,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,25,53,9.0,0,225000.0,Commercial associate,5050510,Secondary / secondary special
8045,5050511,F,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,34,53,9.0,0,225000.0,Commercial associate,5050511,Secondary / secondary special
8046,5050512,F,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,37,53,9.0,0,225000.0,Commercial associate,5050512,Secondary / secondary special
8047,5050513,F,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,24,53,9.0,0,225000.0,Commercial associate,5050513,Secondary / secondary special
8048,5050514,F,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,10,53,9.0,0,225000.0,Commercial associate,5050514,Secondary / secondary special
8049,5050515,F,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,29,53,9.0,0,225000.0,Commercial associate,5050515,Secondary / secondary special
8050,5050516,F,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,20,53,9.0,0,225000.0,Commercial associate,5050516,Secondary / secondary special
8051,5050517,F,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,12,53,9.0,0,225000.0,Commercial associate,5050517,Secondary / secondary special
8052,5050518,F,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,4,53,9.0,0,225000.0,Commercial associate,5050518,Secondary / secondary special
8053,5050519,F,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,4,53,9.0,0,225000.0,Commercial associate,5050519,Secondary / secondary special
8054,5050520,F,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,4,53,9.0,0,225000.0,Commercial associate,5050520,Secondary / secondary special
8055,5050527,F,Y,N,0,Married,House / apartment,1,0,1,0,2.0,18,52,34.0,0,135000.0,Working,5050527,Secondary / secondary special
8056,5050529,M,N,N,0,Civil marriage,House / apartment,1,0,1,0,2.0,21,28,2.0,0,180000.0,Working,5050529,Secondary / secondary special
8057,5050530,M,N,N,0,Civil marriage,House / apartment,1,0,1,0,2.0,23,28,2.0,0,180000.0,Working,5050530,Secondary / secondary special
8058,5050531,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,11,46,8.0,0,225000.0,Working,5050531,Higher education
8059,5050532,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,37,46,8.0,0,225000.0,Working,5050532,Higher education
8060,5050533,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,39,46,8.0,0,225000.0,Working,5050533,Higher education
8061,5050534,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,46,46,8.0,0,225000.0,Working,5050534,Higher education
8062,5050535,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,53,46,8.0,0,225000.0,Working,5050535,Higher education
8063,5050536,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,57,46,8.0,0,225000.0,Working,5050536,Higher education
8064,5050537,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,33,46,8.0,0,225000.0,Working,5050537,Higher education
8065,5050538,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,50,46,8.0,0,225000.0,Working,5050538,Higher education
8066,5050539,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,59,46,8.0,0,225000.0,Working,5050539,Higher education
8067,5050540,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,46,46,8.0,0,225000.0,Working,5050540,Higher education
8068,5050542,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,46,46,8.0,0,225000.0,Working,5050542,Higher education
8069,5050543,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,37,46,8.0,0,225000.0,Working,5050543,Higher education
8070,5050544,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,39,46,8.0,0,225000.0,Working,5050544,Higher education
8071,5050545,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,57,46,8.0,0,225000.0,Working,5050545,Higher education
8072,5050546,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,60,46,8.0,0,225000.0,Working,5050546,Higher education
8073,5050547,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,26,46,8.0,0,225000.0,Working,5050547,Higher education
8074,5050548,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,28,46,8.0,0,225000.0,Working,5050548,Higher education
8075,5050549,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,53,46,8.0,0,225000.0,Working,5050549,Higher education
8076,5050550,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,18,46,8.0,0,225000.0,Working,5050550,Higher education
8077,5050551,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,30,46,8.0,0,225000.0,Working,5050551,Higher education
8078,5050552,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,15,46,8.0,0,225000.0,Working,5050552,Higher education
8079,5050553,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,9,46,8.0,0,225000.0,Working,5050553,Higher education
8080,5050554,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,14,46,8.0,0,225000.0,Working,5050554,Higher education
8081,5050555,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,8,46,8.0,0,225000.0,Working,5050555,Higher education
8082,5050556,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,7,46,8.0,0,225000.0,Working,5050556,Higher education
8083,5050560,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,34,46,8.0,0,225000.0,Working,5050560,Higher education
8084,5050561,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,29,46,8.0,0,225000.0,Working,5050561,Higher education
8085,5050562,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,16,46,8.0,0,225000.0,Working,5050562,Higher education
8086,5050563,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,14,46,8.0,0,225000.0,Working,5050563,Higher education
8087,5050564,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,11,46,8.0,0,225000.0,Working,5050564,Higher education
8088,5050565,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,5,46,8.0,0,225000.0,Working,5050565,Higher education
8089,5050566,M,N,N,2,Civil marriage,House / apartment,1,1,0,0,4.0,5,46,8.0,0,225000.0,Working,5050566,Higher education
8090,5050567,M,Y,N,1,Married,Municipal apartment,1,0,1,1,3.0,24,47,12.0,0,675000.0,Working,5050567,Secondary / secondary special
8091,5050568,M,Y,N,1,Married,Municipal apartment,1,0,1,1,3.0,37,47,12.0,0,675000.0,Working,5050568,Secondary / secondary special
8092,5050569,M,Y,N,1,Married,Municipal apartment,1,0,1,1,3.0,20,47,12.0,0,675000.0,Working,5050569,Secondary / secondary special
8093,5050581,F,N,N,0,Married,House / apartment,1,1,0,0,2.0,14,43,6.0,0,126000.0,Working,5050581,Secondary / secondary special
8094,5050582,F,N,N,0,Married,House / apartment,1,1,0,0,2.0,14,43,6.0,0,126000.0,Working,5050582,Secondary / secondary special
8095,5050583,F,N,N,0,Married,House / apartment,1,1,0,0,2.0,16,43,6.0,0,126000.0,Working,5050583,Secondary / secondary special
8096,5050584,F,N,N,0,Married,House / apartment,1,1,0,0,2.0,23,43,6.0,0,126000.0,Working,5050584,Secondary / secondary special
8097,5050585,F,N,N,0,Married,House / apartment,1,1,0,0,2.0,28,43,6.0,0,126000.0,Working,5050585,Secondary / secondary special
8098,5050586,F,N,N,0,Married,House / apartment,1,1,0,0,2.0,29,43,6.0,0,126000.0,Working,5050586,Secondary / secondary special
8099,5050587,F,N,N,0,Married,House / apartment,1,1,0,0,2.0,4,43,6.0,0,126000.0,Working,5050587,Secondary / secondary special
8100,5050588,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,9,35,4.0,0,121500.0,Working,5050588,Secondary / secondary special
8101,5050589,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,16,35,4.0,0,121500.0,Working,5050589,Secondary / secondary special
8102,5050590,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,19,35,4.0,0,121500.0,Working,5050590,Secondary / secondary special
8103,5050591,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,17,35,4.0,0,121500.0,Working,5050591,Secondary / secondary special
8104,5050592,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,4,35,4.0,0,121500.0,Working,5050592,Secondary / secondary special
8105,5050593,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,19,35,4.0,0,121500.0,Working,5050593,Secondary / secondary special
8106,5050594,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,27,35,4.0,0,121500.0,Working,5050594,Secondary / secondary special
8107,5050595,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,12,35,4.0,0,121500.0,Working,5050595,Secondary / secondary special
8108,5050596,F,Y,N,0,Married,House / apartment,1,1,0,0,2.0,6,35,4.0,0,121500.0,Working,5050596,Secondary / secondary special
8109,5050598,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,37,51,16.0,0,315000.0,Working,5050598,Higher education
8110,5050599,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,17,51,16.0,0,315000.0,Working,5050599,Higher education
8111,5050600,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,17,51,16.0,0,315000.0,Working,5050600,Higher education
8112,5050601,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,17,51,16.0,0,315000.0,Working,5050601,Higher education
8113,5050607,M,N,N,0,Married,House / apartment,1,1,0,0,2.0,10,50,20.0,0,157500.0,Working,5050607,Secondary / secondary special
8114,5050608,M,N,N,0,Married,House / apartment,1,1,0,0,2.0,27,50,20.0,0,157500.0,Working,5050608,Secondary / secondary special
8115,5050611,F,Y,N,2,Married,House / apartment,1,1,1,0,4.0,30,38,1.0,0,157500.0,Working,5050611,Secondary / secondary special
8116,5050616,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,38,47,25.0,0,90000.0,Working,5050616,Secondary / secondary special
8117,5050617,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,49,47,25.0,0,90000.0,Working,5050617,Secondary / secondary special
8118,5050618,M,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,4,47,25.0,0,90000.0,Working,5050618,Secondary / secondary special
8119,5050622,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,28,40,1.0,0,180000.0,Commercial associate,5050622,Secondary / secondary special
8120,5050623,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,19,40,1.0,0,180000.0,Commercial associate,5050623,Secondary / secondary special
8121,5050624,M,Y,N,0,Married,House / apartment,1,0,1,0,2.0,35,36,1.0,0,315000.0,Working,5050624,Secondary / secondary special
8122,5050625,M,Y,N,0,Married,House / apartment,1,0,1,0,2.0,25,36,1.0,0,315000.0,Working,5050625,Secondary / secondary special
8123,5050626,M,Y,N,0,Married,House / apartment,1,0,1,0,2.0,20,36,1.0,0,315000.0,Working,5050626,Secondary / secondary special
8124,5050627,M,Y,N,0,Married,House / apartment,1,0,1,0,2.0,19,36,1.0,0,315000.0,Working,5050627,Secondary / secondary special
8125,5050628,M,Y,N,0,Married,House / apartment,1,0,1,0,2.0,19,36,1.0,0,315000.0,Working,5050628,Secondary / secondary special
8126,5050629,M,Y,N,0,Married,House / apartment,1,0,1,0,2.0,5,36,1.0,0,315000.0,Working,5050629,Secondary / secondary special
8127,5050630,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,35,48,2.0,0,119250.0,Working,5050630,Secondary / secondary special
8128,5050632,M,Y,N,1,Civil marriage,House / apartment,1,1,0,0,3.0,11,44,2.0,0,270000.0,Working,5050632,Secondary / secondary special
8129,5050634,M,Y,N,1,Civil marriage,House / apartment,1,1,0,0,3.0,7,44,2.0,0,270000.0,Working,5050634,Secondary / secondary special
8130,5050635,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,13,37,8.0,0,225000.0,State servant,5050635,Secondary / secondary special
8131,5050636,F,N,N,0,Married,House / apartment,1,0,0,0,2.0,6,37,8.0,0,225000.0,State servant,5050636,Secondary / secondary special
8132,5050643,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,34,25,4.0,0,346500.0,Commercial associate,5050643,Secondary / secondary special
8133,5050644,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,11,25,4.0,0,346500.0,Commercial associate,5050644,Secondary / secondary special
8134,5050645,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,43,25,4.0,0,346500.0,Commercial associate,5050645,Secondary / secondary special
8135,5050646,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,38,25,4.0,0,346500.0,Commercial associate,5050646,Secondary / secondary special
8136,5050648,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,12,40,3.0,0,112500.0,Working,5050648,Secondary / secondary special
8137,5050649,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,51,40,3.0,0,112500.0,Working,5050649,Secondary / secondary special
8138,5050650,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,55,40,3.0,0,112500.0,Working,5050650,Secondary / secondary special
8139,5050651,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,51,40,3.0,0,112500.0,Working,5050651,Secondary / secondary special
8140,5050653,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,50,40,3.0,0,112500.0,Working,5050653,Secondary / secondary special
8141,5050654,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,38,40,3.0,0,112500.0,Working,5050654,Secondary / secondary special
8142,5050655,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,20,40,3.0,0,112500.0,Working,5050655,Secondary / secondary special
8143,5050656,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,30,40,3.0,0,112500.0,Working,5050656,Secondary / secondary special
8144,5050657,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,4,40,3.0,0,112500.0,Working,5050657,Secondary / secondary special
8145,5050658,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,16,40,3.0,0,112500.0,Working,5050658,Secondary / secondary special
8146,5050659,F,N,N,0,Married,House / apartment,1,1,1,0,2.0,12,40,3.0,0,112500.0,Working,5050659,Secondary / secondary special
8147,5050661,F,N,N,0,Married,House / apartment,1,0,1,0,2.0,48,56,22.0,0,191250.0,Commercial associate,5050661,Secondary / secondary special
8148,5050666,F,Y,N,0,Single / not married,House / apartment,1,0,0,0,1.0,25,43,8.0,0,270000.0,Working,5050666,Secondary / secondary special
8149,5050667,F,N,N,1,Married,House / apartment,1,1,1,0,3.0,35,42,22.0,0,99000.0,Working,5050667,Secondary / secondary special
8150,5050668,F,N,N,1,Married,House / apartment,1,1,1,0,3.0,13,42,22.0,0,99000.0,Working,5050668,Secondary / secondary special
8151,5050670,F,N,N,1,Married,House / apartment,1,1,1,0,3.0,24,42,22.0,0,99000.0,Working,5050670,Secondary / secondary special
8152,5050672,M,N,N,0,Single / not married,House / apartment,1,1,1,0,1.0,19,32,0.0,0,171000.0,Commercial associate,5050672,Incomplete higher
8153,5050674,M,Y,N,1,Married,House / apartment,1,1,0,0,3.0,28,44,0.0,0,180000.0,Working,5050674,Secondary / secondary special
8154,5050677,M,Y,N,0,Married,With parents,1,1,0,1,2.0,10,23,1.0,0,132372.0,Commercial associate,5050677,Secondary / secondary special
8155,5050678,M,Y,N,0,Married,With parents,1,1,0,1,2.0,6,23,1.0,0,132372.0,Commercial associate,5050678,Secondary / secondary special
8156,5050679,M,Y,N,0,Married,With parents,1,1,0,1,2.0,10,23,1.0,0,132372.0,Commercial associate,5050679,Secondary / secondary special
8157,5050680,M,Y,N,0,Married,Municipal apartment,1,0,0,0,2.0,38,28,3.0,0,180000.0,Commercial associate,5050680,Secondary / secondary special
8158,5050681,M,Y,N,0,Married,Municipal apartment,1,0,0,0,2.0,10,28,3.0,0,180000.0,Commercial associate,5050681,Secondary / secondary special
8159,5050683,F,N,N,0,Widow,House / apartment,1,0,0,0,1.0,20,49,1.0,0,157500.0,Working,5050683,Secondary / secondary special
8160,5050684,F,N,N,0,Widow,House / apartment,1,0,0,0,1.0,48,49,1.0,0,157500.0,Working,5050684,Secondary / secondary special
8161,5050686,F,N,N,1,Single / not married,House / apartment,1,0,0,0,2.0,24,41,7.0,0,135000.0,Commercial associate,5050686,Secondary / secondary special
8162,5050687,F,N,N,1,Single / not married,House / apartment,1,0,0,0,2.0,40,41,7.0,0,135000.0,Commercial associate,5050687,Secondary / secondary special
8163,5050688,F,N,N,1,Single / not married,House / apartment,1,0,0,0,2.0,34,41,7.0,0,135000.0,Commercial associate,5050688,Secondary / secondary special
8164,5050689,F,N,N,1,Single / not married,House / apartment,1,0,0,0,2.0,25,41,7.0,0,135000.0,Commercial associate,5050689,Secondary / secondary special
8165,5050690,F,N,N,1,Single / not married,House / apartment,1,0,0,0,2.0,13,41,7.0,0,135000.0,Commercial associate,5050690,Secondary / secondary special
8166,5050691,F,N,N,1,Single / not married,House / apartment,1,0,0,0,2.0,3,41,7.0,0,135000.0,Commercial associate,5050691,Secondary / secondary special
8167,5050692,F,N,N,1,Single / not married,House / apartment,1,0,0,0,2.0,8,41,7.0,0,135000.0,Commercial associate,5050692,Secondary / secondary special
8168,5050693,F,N,N,1,Single / not married,House / apartment,1,0,0,0,2.0,5,41,7.0,0,135000.0,Commercial associate,5050693,Secondary / secondary special
8169,5050713,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,35,26,2.0,0,157500.0,Commercial associate,5050713,Higher education
8170,5050714,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,2,26,2.0,0,157500.0,Commercial associate,5050714,Higher education
8171,5050715,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,5,26,2.0,0,157500.0,Commercial associate,5050715,Higher education
8172,5050716,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,9,26,2.0,0,157500.0,Commercial associate,5050716,Higher education
8173,5050717,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,8,26,2.0,0,157500.0,Commercial associate,5050717,Higher education
8174,5050718,M,Y,N,0,Married,House / apartment,1,0,0,0,2.0,2,26,2.0,0,157500.0,Commercial associate,5050718,Higher education
8175,5050721,F,Y,N,0,Married,House / apartment,1,1,1,0,2.0,4,35,6.0,0,360000.0,Working,5050721,Higher education
8176,5050724,F,Y,N,0,Married,House / apartment,1,1,1,0,2.0,50,35,6.0,0,360000.0,Working,5050724,Higher education
8177,5050725,M,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,20,23,2.0,0,135000.0,Working,5050725,Secondary / secondary special
8178,5050726,M,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,15,23,2.0,0,135000.0,Working,5050726,Secondary / secondary special
8179,5050727,M,N,N,0,Civil marriage,House / apartment,1,1,0,0,2.0,10,23,2.0,0,135000.0,Working,5050727,Secondary / secondary special
8180,5050730,F,N,N,0,Separated,House / apartment,1,0,1,1,1.0,44,32,13.0,0,135000.0,Commercial associate,5050730,Higher education
8181,5050732,F,N,N,0,Separated,House / apartment,1,0,1,1,1.0,40,32,13.0,0,135000.0,Commercial associate,5050732,Higher education
8182,5050735,F,N,N,0,Separated,House / apartment,1,0,1,1,1.0,49,32,13.0,0,135000.0,Commercial associate,5050735,Higher education
8183,5050747,F,N,N,1,Civil marriage,House / apartment,1,1,1,0,3.0,18,25,1.0,0,159750.0,Commercial associate,5050747,Higher education
8184,5050748,F,N,N,1,Civil marriage,House / apartment,1,1,1,0,3.0,21,25,1.0,0,159750.0,Commercial associate,5050748,Higher education
8185,5050749,F,N,N,1,Civil marriage,House / apartment,1,1,1,0,3.0,9,25,1.0,0,159750.0,Commercial associate,5050749,Higher education
8186,5050750,F,N,N,1,Civil marriage,House / apartment,1,1,1,0,3.0,8,25,1.0,0,159750.0,Commercial associate,5050750,Higher education
8187,5050751,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,19,55,2.0,0,135000.0,Working,5050751,Secondary / secondary special
8188,5050752,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,39,55,2.0,0,135000.0,Working,5050752,Secondary / secondary special
8189,5050753,M,Y,N,0,Civil marriage,House / apartment,1,1,1,0,2.0,19,55,2.0,0,135000.0,Working,5050753,Secondary / secondary special
8190,5050754,F,N,N,1,Single / not married,House / apartment,1,0,0,0,2.0,6,26,1.0,0,132750.0,Working,5050754,Secondary / secondary special
8191,5050755,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,42,49,11.0,0,225000.0,Commercial associate,5050755,Secondary / secondary special
8192,5050756,M,Y,N,0,Married,House / apartment,1,1,0,0,2.0,4,49,11.0,0,225000.0,Commercial associate,5050756,Secondary / secondary special
8193,5050757,M,N,N,0,Married,House / apartment,1,0,0,0,2.0,60,49,4.0,0,247500.0,Working,5050757,Secondary / secondary special
8194,5050758,M,N,N,0,Married,House / apartment,1,0,0,0,2.0,46,49,4.0,0,247500.0,Working,5050758,Secondary / secondary special
8195,5050759,M,Y,N,0,Separated,Municipal apartment,1,0,0,0,1.0,58,39,1.0,0,180000.0,Working,5050759,Secondary / secondary special
8196,5050760,M,Y,N,0,Separated,Municipal apartment,1,0,0,0,1.0,5,39,1.0,0,180000.0,Working,5050760,Secondary / secondary special
8197,5050761,M,Y,N,0,Separated,Municipal apartment,1,0,0,0,1.0,36,39,1.0,0,180000.0,Working,5050761,Secondary / secondary special
8198,5050763,M,Y,N,0,Separated,Municipal apartment,1,0,0,0,1.0,3,39,1.0,0,180000.0,Working,5050763,Secondary / secondary special
8199,5050764,F,N,N,2,Married,House / apartment,1,0,0,0,4.0,49,30,6.0,0,337500.0,Working,5050764,Secondary / secondary special
8200,5050765,F,N,N,2,Married,House / apartment,1,0,0,0,4.0,9,30,6.0,0,337500.0,Working,5050765,Secondary / secondary special
8201,5050766,F,N,N,2,Married,House / apartment,1,0,0,0,4.0,8,30,6.0,0,337500.0,Working,5050766,Secondary / secondary special
8202,5050767,F,N,N,2,Married,House / apartment,1,0,0,0,4.0,8,30,6.0,0,337500.0,Working,5050767,Secondary / secondary special
8203,5050768,F,N,N,2,Married,House / apartment,1,0,0,0,4.0,9,30,6.0,0,337500.0,Working,5050768,Secondary / secondary special
8204,5050769,F,N,N,2,Married,House / apartment,1,0,0,0,4.0,9,30,6.0,0,337500.0,Working,5050769,Secondary / secondary special
8205,5050773,F,N,N,0,Single / not married,House / apartment,1,1,0,0,1.0,11,60,4.0,0,91530.0,Working,5050773,Secondary / secondary special
8206,5050777,F,Y,N,0,Married,House / apartment,1,0,0,0,2.0,2,53,3.0,0,81000.0,Working,5050777,Secondary / secondary special
8207,5050778,M,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,24,28,5.0,0,180000.0,State servant,5050778,Secondary / secondary special
8208,5050779,M,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,51,28,5.0,0,180000.0,State servant,5050779,Secondary / secondary special
8209,5050780,M,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,38,28,5.0,0,180000.0,State servant,5050780,Secondary / secondary special
8210,5050781,M,N,N,0,Single / not married,House / apartment,1,0,0,0,1.0,34,28,5.0,0,180000.0,State servant,5050781,Secondary / secondary special
